"aheadWorks Extensions Log","aheadWorks Extensions Log"
"Clear Log","Clear Log"
"Are you sure to clear all log entries?","Are you sure to clear all log entries?"
"Date","Date"
"ID","ID"
"Module","Module"
"Type","Type"
"Title","Title"
"Details","Details"
"Info","Info"
